id,name,is_closed,image_url,url,mobile_url,phone,display_phone,address,display_address,latitude,longitude,review_count,categories,rating,rating_image_url,rating_image_url_small,rating_image_url_large,snippet_image_url
berlinetta-lounge-san-francisco,Berlinetta Lounge,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/gWwWInC8c2BsvT1_nCZ9oQ/ms.jpg,http://www.yelp.com/biz/berlinetta-lounge-san-francisco,http://m.yelp.com/biz/berlinetta-lounge-san-francisco,4154000500,1-415-400-0500,417 Stockton St,417 Stockton St,37.78983091,-122.407368,6,Lounges,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media1.fl.yelpcdn.com/photo/FVOBw4QoDMcXHgXWJd2dMQ/ms.jpg
bella-lucca-san-francisco,Bella Lucca,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/xVQSU0ZUpl3uCeh3EjXALQ/ms.jpg,http://www.yelp.com/biz/bella-lucca-san-francisco,http://m.yelp.com/biz/bella-lucca-san-francisco,4157766777,1-415-776-6777,418 Geary Blvd,418 Geary Blvd,37.78715909,-122.4102809,105,American (Traditional),2.5,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d63e3add9901/ico/stars/v1/stars_large_2_half.png,http://s3-media3.fl.yelpcdn.com/photo/-bWCPj4L0MCa4n8pgwh8eQ/ms.jpg
city-view-cafe-san-francisco,City View Cafe,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/a2We9EMS4O0Xk17n1N1fWA/ms.jpg,http://www.yelp.com/biz/city-view-cafe-san-francisco,http://m.yelp.com/biz/city-view-cafe-san-francisco,4154330115,1-415-433-0115,610 California St,610 California St,37.79266834,-122.4047528,4,Breakfast & Brunch,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media1.fl.yelpcdn.com/photo/KuOChnRnbfdQ1KmX6tzIxQ/ms.jpg
mason-street-deli-san-francisco,Mason Street Deli,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/WED5r5bh1cRsv3ulrJR-HQ/ms.jpg,http://www.yelp.com/biz/mason-street-deli-san-francisco,http://m.yelp.com/biz/mason-street-deli-san-francisco,4155631380,1-415-563-1380,39 Mason St,39 Mason St,37.78380968,-122.4092455,2,Sandwiches,4.5,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,http://s3-media2.fl.yelpcdn.com/photo/JP30Jo05915vGt-zDpl7Ug/ms.jpg
tu-kim-coffee-shop-san-francisco,Tu Kim Coffee Shop,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/O3s6RLAMZ_fEouSysDgl8w/ms.jpg,http://www.yelp.com/biz/tu-kim-coffee-shop-san-francisco,http://m.yelp.com/biz/tu-kim-coffee-shop-san-francisco,4155671685,1-415-567-1685,609 Ellis St,609 Ellis St,37.78437227,-122.4163299,9,Restaurants,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media1.fl.yelpcdn.com/photo/cI56U5JI_mOsJWbE7OxcRw/ms.jpg
silks-restaurant-san-francisco,Silks Restaurant,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/VzdYTseq3EN8LUByXw0xbA/ms.jpg,http://www.yelp.com/biz/silks-restaurant-san-francisco,http://m.yelp.com/biz/silks-restaurant-san-francisco,4152769888,1-415-276-9888,"222', u'Sansome Street,",222,37.792603,-122.400436,1,Restaurants,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/MvKx5geR121bM70-oMLMdA/ms.jpg
chinatown-restaurant-san-francisco-2,Chinatown Restaurant,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/EN9hVR5Y1uPG1bkd8INcVQ/ms.jpg,http://www.yelp.com/biz/chinatown-restaurant-san-francisco-2,http://m.yelp.com/biz/chinatown-restaurant-san-francisco-2,,one,774 Washington St,774 Washington St,37.79522918,-122.4062435,36,Chinese,2,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/b561c24f8341/ico/stars/v1/stars_2.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a6210baec261/ico/stars/v1/stars_small_2.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c00926ee5dcb/ico/stars/v1/stars_large_2.png,http://s3-media3.fl.yelpcdn.com/photo/0GQ09yg0Wmeo9Y3Ygyr8XQ/ms.jpg
le-colonial-san-francisco,Le Colonial,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/1xAcuGFObmsDKd96C9BbJg/ms.jpg,http://www.yelp.com/biz/le-colonial-san-francisco,http://m.yelp.com/biz/le-colonial-san-francisco,4159313600,1-415-931-3600,20 Cosmo Pl,20 Cosmo Pl,37.78839,-122.41236,1361,Vietnamese,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/QhHvkwK_TZIn7g0Pg-GDnA/ms.jpg
a-1-restaurant-san-francisco,A-1 Restaurant,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/L4uYhNKabbNUrvM3D3yaJQ/ms.jpg,http://www.yelp.com/biz/a-1-restaurant-san-francisco,http://m.yelp.com/biz/a-1-restaurant-san-francisco,4153983691,1-415-398-3691,779 Clay Street,779 Clay Street,37.79427499,-122.4059524,21,Chinese,2.5,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d63e3add9901/ico/stars/v1/stars_large_2_half.png,http://s3-media3.fl.yelpcdn.com/photo/qSYUMQJZWGwy0fjLQKRiFg/ms.jpg
briazz-a-sandwich-cafe-san-francisco-2,Briazz-A Sandwich Cafe,FALSE,,http://www.yelp.com/biz/briazz-a-sandwich-cafe-san-francisco-2,http://m.yelp.com/biz/briazz-a-sandwich-cafe-san-francisco-2,4159565646,1-415-956-5646,250 Montgomery St,250 Montgomery St,37.79167938,-122.402298,10,Sandwiches,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media4.fl.yelpcdn.com/photo/vLwER8uglGhlZHoolgywpA/ms.jpg
vanda-siam-restaurant-san-francisco-3,Vanda Siam Restaurant,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/9ZGBU4B0oQ4c_kGU2qiE6w/ms.jpg,http://www.yelp.com/biz/vanda-siam-restaurant-san-francisco-3,http://m.yelp.com/biz/vanda-siam-restaurant-san-francisco-3,4153918988,1-415-391-8988,668 Sacramento St,668 Sacramento St,37.7938143,-122.4038462,138,Thai,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/cc4afe21892e/assets/img/default_avatars/user_medium_square.png
taqueria-estrella-san-francisco,Taqueria Estrella,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/N1nFcMGSbRutmGaE0opE6Q/ms.jpg,http://www.yelp.com/biz/taqueria-estrella-san-francisco,http://m.yelp.com/biz/taqueria-estrella-san-francisco,4153923794,1-415-392-3794,"International Food Court', u'380 Bush St",International Food Court,37.7908778,-122.4037703,11,Mexican,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media3.fl.yelpcdn.com/photo/2EE0s1xNac_YKSenynWpTQ/ms.jpg
ramzis-cafe-and-catering-san-francisco,Ramzi's Cafe & Catering,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/ZCsmO3aPbjvuq1SJbTOeEw/ms.jpg,http://www.yelp.com/biz/ramzis-cafe-and-catering-san-francisco,http://m.yelp.com/biz/ramzis-cafe-and-catering-san-francisco,4158370170,1-415-837-0170,44 Montgomery St,44 Montgomery St,37.789711,-122.4019699,40,Caterers,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/Mb5FLYVPe_b3OQ8It9Kd-A/ms.jpg
the-southern-sandwich-co-san-francisco,The Southern Sandwich Co.,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/obADMJI7u2nLA31dKm2eYA/ms.jpg,http://www.yelp.com/biz/the-southern-sandwich-co-san-francisco,http://m.yelp.com/biz/the-southern-sandwich-co-san-francisco,4155069558,1-415-506-9558,,Chinatown,37.7909317,-122.4086914,109,Food Stands,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/CduHxiWyPgzl4uDi2_-2qw/ms.jpg
little-cafe-san-francisco,Little Cafe,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/0PrW9YCDoU22PAmu6gfyNQ/ms.jpg,http://www.yelp.com/biz/little-cafe-san-francisco,http://m.yelp.com/biz/little-cafe-san-francisco,,one,994 Market St,994 Market St,37.7824707,-122.4102936,1,American (New),4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media2.fl.yelpcdn.com/photo/s68Csr687DWA0Wzi4S5TxQ/ms.jpg
pizza-prada-san-francisco,Pizza Prada,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/CRe8M032OaEWBYLxoiaJVg/ms.jpg,http://www.yelp.com/biz/pizza-prada-san-francisco,http://m.yelp.com/biz/pizza-prada-san-francisco,4159820166,1-415-982-0166,239 Powell St,239 Powell St,37.786827,-122.408106,43,Pizza,2.5,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d63e3add9901/ico/stars/v1/stars_large_2_half.png,http://s3-media3.fl.yelpcdn.com/photo/qn_LJnrE6gxCd727bLiZ5w/ms.jpg
pizza-pino-and-kitchen-san-francisco-2,Pizza Pino & Kitchen,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/nxdBgQYqQWAh_-VRExDndQ/ms.jpg,http://www.yelp.com/biz/pizza-pino-and-kitchen-san-francisco-2,http://m.yelp.com/biz/pizza-pino-and-kitchen-san-francisco-2,4157752525,1-415-775-2525,1534 California St,1534 California St,37.79085,-122.41979,194,Pizza,2.5,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d63e3add9901/ico/stars/v1/stars_large_2_half.png,http://s3-media4.fl.yelpcdn.com/photo/S_bFTnjca-2LiORPZ2ASIg/ms.jpg
tacos-santana-taco-truck-san-francisco,Tacos Santana Taco Truck,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/JR5uU70oq_fKA9IvWZwuCA/ms.jpg,http://www.yelp.com/biz/tacos-santana-taco-truck-san-francisco,http://m.yelp.com/biz/tacos-santana-taco-truck-san-francisco,,one,17th & Harrison,17th & Harrison,37.76408002,-122.4129798,2,Mexican,5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,http://s3-media2.fl.yelpcdn.com/photo/QFNFGwaMDfCNjPKc4-tCHw/ms.jpg
hot-dog-stand-san-francisco-4,Hot Dog Stand,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/CNi1a_NpTMUnQ2LVfriIlA/ms.jpg,http://www.yelp.com/biz/hot-dog-stand-san-francisco-4,http://m.yelp.com/biz/hot-dog-stand-san-francisco-4,,one,18th and Mission St,18th and Mission St,37.7618408,-122.4193726,4,Hot Dogs,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media4.fl.yelpcdn.com/photo/XTeUo9XPDTQU_Lb30fvqsw/ms.jpg
green-salads-san-francisco,Green Salads,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/iFDUBG8pgJ1SmzQZtv_gCw/ms.jpg,http://www.yelp.com/biz/green-salads-san-francisco,http://m.yelp.com/biz/green-salads-san-francisco,,one,3417 18th St,3417 18th St,37.7614153,-122.4196824,2,Salad,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/AHf5BFbSENSFg4wa1vgRKg/ms.jpg
adobo-roll-o-san-francisco,Adobo Roll-O,FALSE,,http://www.yelp.com/biz/adobo-roll-o-san-francisco,http://m.yelp.com/biz/adobo-roll-o-san-francisco,,one,Dolores at 18th St,Dolores at 18th St,37.7614505,-122.4259852,1,Food Stands,5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,http://s3-media2.fl.yelpcdn.com/photo/n1ybUam41rR82rBaGSc19A/ms.jpg
sonias-san-francisco,Sonia's,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/vu_-DcD5n_gzj-pXs77MhQ/ms.jpg,http://www.yelp.com/biz/sonias-san-francisco,http://m.yelp.com/biz/sonias-san-francisco,,one,2943 16th St,2943 16th St,37.764896,-122.418488,5,Latin American,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/zk3pLEel_IUb_q_NAF0DEw/ms.jpg
hong-kong-express-cafe-san-francisco,Hong Kong Express Cafe,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/MbEbr03qe9v8RKgzlVggqw/ms.jpg,http://www.yelp.com/biz/hong-kong-express-cafe-san-francisco,http://m.yelp.com/biz/hong-kong-express-cafe-san-francisco,4156218688,1-415-621-8688,2170 Mission St,2170 Mission St,37.76231,-122.41969,10,Chinese,2,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/b561c24f8341/ico/stars/v1/stars_2.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a6210baec261/ico/stars/v1/stars_small_2.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c00926ee5dcb/ico/stars/v1/stars_large_2.png,http://s3-media4.fl.yelpcdn.com/photo/jO7brTjrL-RiUessaCleog/ms.jpg
safeway-san-francisco-18,Safeway,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/5P1_9wpWltnNdVZnPbSMoA/ms.jpg,http://www.yelp.com/biz/safeway-san-francisco-18,http://m.yelp.com/biz/safeway-san-francisco-18,4155751120,1-415-575-1120,2300 16th St,2300 16th St,37.76582,-122.4092,280,Grocery,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/cc4afe21892e/assets/img/default_avatars/user_medium_square.png
sunflower-restaurant-san-francisco,Sunflower Restaurant,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/2ESMruy58_bjDfzQ25WLYA/ms.jpg,http://www.yelp.com/biz/sunflower-restaurant-san-francisco,http://m.yelp.com/biz/sunflower-restaurant-san-francisco,4156265023,1-415-626-5023,3111 16th St,3111 16th St,37.76484244,-122.4222502,1,Vegetarian,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/k1JB1W2GX-SeDo6pMXklnQ/ms.jpg
the-ledge-san-francisco-2,The LEdge,FALSE,,http://www.yelp.com/biz/the-ledge-san-francisco-2,http://m.yelp.com/biz/the-ledge-san-francisco-2,,one,1950 17th St,1950 17th St,37.7653702,-122.4032098,1,Grocery,5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,http://s3-media2.fl.yelpcdn.com/photo/Ao1m5tyhgyqVRQ72dTPyZg/ms.jpg
pizza-town-san-francisco,Pizza Town,FALSE,,http://www.yelp.com/biz/pizza-town-san-francisco,http://m.yelp.com/biz/pizza-town-san-francisco,4154379400,1-415-437-9400,3348 18th St,3348 18th St,37.76194431,-122.4181008,4,Pizza,1.5,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/11e62fee886f/ico/stars/v1/stars_1_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/edfabe6dfcec/ico/stars/v1/stars_small_1_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/4b88f27b8b84/ico/stars/v1/stars_large_1_half.png,http://s3-media1.fl.yelpcdn.com/photo/x6TkExPiW7c-9OHpDlNDVg/ms.jpg
al-fanous-san-francisco,Al Fanous,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/9pdfdRmBcMXIa131DMaQDw/ms.jpg,http://www.yelp.com/biz/al-fanous-san-francisco,http://m.yelp.com/biz/al-fanous-san-francisco,4156211539,1-415-621-1539,3170 16th St,3170 16th St,37.76493,-122.42339,4,Middle Eastern,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media1.fl.yelpcdn.com/photo/gyzd297yZgwReYwedI90bw/ms.jpg
lost-ladle-cafe-san-francisco,Lost Ladle Cafe,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/nD1csyMOukw6bHCRhPngCA/ms.jpg,http://www.yelp.com/biz/lost-ladle-cafe-san-francisco,http://m.yelp.com/biz/lost-ladle-cafe-san-francisco,4156212087,1-415-621-2087,1550 Bryant St,1550 Bryant St,37.76757,-122.41082,3,Sandwiches,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/9HyZUFSIxI8_bRg-5jUTmQ/ms.jpg
boston-market-san-francisco,Boston Market,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/yQzmZxg0wOR9J2x3RWZLWg/ms.jpg,http://www.yelp.com/biz/boston-market-san-francisco,http://m.yelp.com/biz/boston-market-san-francisco,4158647666,1-415-864-7666,"2300 16th St', u'Ste 100",2300 16th St,37.76582,-122.4092,68,American (Traditional),3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media2.fl.yelpcdn.com/photo/BO9RnskaW2tCbkp35fZznw/ms.jpg
sallys-upstairs-deli-san-francisco,Sally's Upstairs Deli,FALSE,,http://www.yelp.com/biz/sallys-upstairs-deli-san-francisco,http://m.yelp.com/biz/sallys-upstairs-deli-san-francisco,4156263354,1-415-626-3354,"300 De Haro Street', u'Suite 320",300 De Haro Street,37.76572418,-122.4020233,1,Delis,5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,http://s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/cc4afe21892e/assets/img/default_avatars/user_medium_square.png
il-pirata-san-francisco,Il Pirata,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/RCp49i58ndw7vgEdDnj4RQ/ms.jpg,http://www.yelp.com/biz/il-pirata-san-francisco,http://m.yelp.com/biz/il-pirata-san-francisco,4156262626,1-415-626-2626,2007 16th St,2007 16th St,37.76563,-122.40684,131,Dive Bars,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media4.fl.yelpcdn.com/photo/DEqq-FGykMbodyEmsujkGA/ms.jpg
trimark-economy-restaurant-fixtures-san-francisco-2,Trimark Economy Restaurant Fixtures,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/QcbrXbjET2KexR_sz4lnVA/ms.jpg,http://www.yelp.com/biz/trimark-economy-restaurant-fixtures-san-francisco-2,http://m.yelp.com/biz/trimark-economy-restaurant-fixtures-san-francisco-2,4152520378,1-415-252-0378,425 Irwin St,425 Irwin St,37.76792496,-122.3980258,4,Restaurants,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/3o9ADXeak5yVoqzAmyIY_g/ms.jpg
el-tin-tan-san-francisco,El Tin Tan,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/tjaSkXMg80K3axIpBS69KA/ms.jpg,http://www.yelp.com/biz/el-tin-tan-san-francisco,http://m.yelp.com/biz/el-tin-tan-san-francisco,4155589746,1-415-558-9746,3065 16th Street,3065 16th Street,37.76470184,-122.4209976,20,Bars,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media2.fl.yelpcdn.com/photo/YdT-pGy42S5-mzX-I2yzUA/ms.jpg
